ID_Producto,Descripción,Cantidad,Precio_Unitario,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0576,Pantalón denim,28,82.02,2024-01-24 23:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0577,Zapatos de cuero,16,31.16,2024-01-25 00:00:00,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0578,Pantalón denim,42,60.29,2024-01-25 01:00:00,Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Lana
P0579,Pantalón denim,4,44.67,2024-01-25 02:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Cuero
P0580,Bufanda de lana,36,51.37,2024-01-25 03:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0581,Bufanda de lana,22,23.86,2024-01-25 04:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0582,Zapatos de cuero,11,38.42,2024-01-25 05:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0583,Vestido estampado,21,87.19,2024-01-25 06:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Lana
P0584,Zapatos de cuero,40,90.78,2024-01-25 07:00:00,Rojo,XL,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0585,Zapatos de cuero,41,64.91,2024-01-25 08:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Denim
P0586,Camiseta algodón,16,54.84,2024-01-25 09:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0587,Pantalón denim,42,74.16,2024-01-25 10:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0588,Camiseta algodón,9,64.8,2024-01-25 11:00:00,Negro,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0589,Pantalón denim,35,98.53,2024-01-25 12:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0590,Zapatos de cuero,34,27.11,2024-01-25 13:00:00,Negro,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Algodón
P0591,Pantalón denim,9,50.41,2024-01-25 14:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,India,Denim
P0592,Vestido estampado,13,92.64,2024-01-25 15:00:00,Blanco,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0593,Vestido estampado,6,92.33,2024-01-25 16:00:00,Negro,L,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0594,Zapatos de cuero,4,54.58,2024-01-25 17:00:00,Negro,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Algodón
P0595,Bufanda de lana,46,22.13,2024-01-25 18:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Cuero
P0596,Vestido estampado,28,83.35,2024-01-25 19:00:00,Blanco,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0597,Zapatos de cuero,11,62.66,2024-01-25 20:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0598,Camiseta algodón,34,79.58,2024-01-25 21:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Denim
P0599,Bufanda de lana,35,51.63,2024-01-25 22:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0600,Vestido estampado,5,28.35,2024-01-25 23:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Lana
P0601,Zapatos de cuero,39,12.16,2024-01-26 00:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Lana
P0602,Zapatos de cuero,11,60.32,2024-01-26 01:00:00,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Algodón
P0603,Camiseta algodón,12,24.49,2024-01-26 02:00:00,Rojo,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Poliéster
P0604,Camiseta algodón,43,26.84,2024-01-26 03:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0605,Bufanda de lana,19,49.27,2024-01-26 04:00:00,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0606,Vestido estampado,13,49.79,2024-01-26 05:00:00,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0607,Zapatos de cuero,4,34.69,2024-01-26 06:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0608,Bufanda de lana,14,21.87,2024-01-26 07:00:00,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Lana
P0609,Bufanda de lana,44,95.05,2024-01-26 08:00:00,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Cuero
P0610,Camiseta algodón,2,21.85,2024-01-26 09:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,China,Lana
P0611,Zapatos de cuero,8,41.57,2024-01-26 10:00:00,Rojo,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Denim
P0612,Pantalón denim,22,37.44,2024-01-26 11:00:00,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0613,Camiseta algodón,13,87.97,2024-01-26 12:00:00,Verde,S,Online,Urban Trends,Global Textiles Inc.,China,Lana
P0614,Zapatos de cuero,21,46.91,2024-01-26 13:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0615,Bufanda de lana,21,21.16,2024-01-26 14:00:00,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0616,Bufanda de lana,28,10.92,2024-01-26 15:00:00,Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0617,Vestido estampado,33,74.98,2024-01-26 16:00:00,Negro,L,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0618,Pantalón denim,29,74.31,2024-01-26 17:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0619,Camiseta algodón,37,47.6,2024-01-26 18:00:00,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0620,Vestido estampado,22,21.37,2024-01-26 19:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0621,Vestido estampado,26,43.45,2024-01-26 20:00:00,Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0622,Pantalón denim,11,63.09,2024-01-26 21:00:00,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Cuero
P0623,Camiseta algodón,11,73.35,2024-01-26 22:00:00,Rojo,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Cuero
P0624,Camiseta algodón,45,17.04,2024-01-26 23:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Lana
P0625,Bufanda de lana,34,60.07,2024-01-27 00:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,India,Poliéster
P0626,Camiseta algodón,19,34.85,2024-01-27 01:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0627,Vestido estampado,48,65.55,2024-01-27 02:00:00,Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0628,Bufanda de lana,37,68.33,2024-01-27 03:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0629,Camiseta algodón,14,91.95,2024-01-27 04:00:00,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0630,Pantalón denim,29,46.93,2024-01-27 05:00:00,Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0631,Vestido estampado,19,58.38,2024-01-27 06:00:00,Blanco,S,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0632,Zapatos de cuero,37,34.14,2024-01-27 07:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0633,Pantalón denim,21,35.79,2024-01-27 08:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Poliéster
P0634,Pantalón denim,24,14.14,2024-01-27 09:00:00,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Lana
P0635,Camiseta algodón,26,35.75,2024-01-27 10:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Cuero
P0636,Bufanda de lana,41,15.74,2024-01-27 11:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Cuero
P0637,Bufanda de lana,12,96.75,2024-01-27 12:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0638,Vestido estampado,48,66.18,2024-01-27 13:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Poliéster
P0639,Camiseta algodón,19,25.58,2024-01-27 14:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0640,Bufanda de lana,47,20.51,2024-01-27 15:00:00,Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Poliéster
P0641,Zapatos de cuero,49,43.31,2024-01-27 16:00:00,Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0642,Camiseta algodón,30,37.69,2024-01-27 17:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0643,Camiseta algodón,15,35.13,2024-01-27 18:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0644,Bufanda de lana,3,52.14,2024-01-27 19:00:00,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Algodón
P0645,Pantalón denim,49,92.16,2024-01-27 20:00:00,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0646,Camiseta algodón,13,61.12,2024-01-27 21:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0647,Pantalón denim,9,56.91,2024-01-27 22:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0648,Vestido estampado,13,82.59,2024-01-27 23:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Cuero
P0649,Vestido estampado,16,10.36,2024-01-28 00:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Cuero
P0650,Bufanda de lana,14,27.76,2024-01-28 01:00:00,Blanco,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Poliéster
P0651,Vestido estampado,8,54.66,2024-01-28 02:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Poliéster
P0652,Bufanda de lana,19,73.48,2024-01-28 03:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Cuero
P0653,Bufanda de lana,32,53.65,2024-01-28 04:00:00,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Algodón
P0654,Pantalón denim,35,24.73,2024-01-28 05:00:00,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Lana
P0655,Pantalón denim,23,93.7,2024-01-28 06:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0656,Vestido estampado,21,39.58,2024-01-28 07:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0657,Pantalón denim,18,80.94,2024-01-28 08:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0658,Camiseta algodón,48,90.23,2024-01-28 09:00:00,Azul,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0659,Zapatos de cuero,14,41.18,2024-01-28 10:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0660,Camiseta algodón,16,86.08,2024-01-28 11:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0661,Camiseta algodón,24,73.97,2024-01-28 12:00:00,Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0662,Bufanda de lana,49,91.39,2024-01-28 13:00:00,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0663,Zapatos de cuero,32,32.62,2024-01-28 14:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0664,Bufanda de lana,11,93.81,2024-01-28 15:00:00,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Lana
P0665,Pantalón denim,45,15.88,2024-01-28 16:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0666,Pantalón denim,11,81.43,2024-01-28 17:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0667,Zapatos de cuero,4,49.21,2024-01-28 18:00:00,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0668,Vestido estampado,26,26.01,2024-01-28 19:00:00,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0669,Pantalón denim,46,17.15,2024-01-28 20:00:00,Blanco,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0670,Camiseta algodón,5,45.06,2024-01-28 21:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Denim
P0671,Zapatos de cuero,36,45.04,2024-01-28 22:00:00,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Algodón
P0672,Zapatos de cuero,33,30.7,2024-01-28 23:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0673,Pantalón denim,14,29.4,2024-01-29 00:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Algodón
P0674,Pantalón denim,32,45.96,2024-01-29 01:00:00,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0675,Bufanda de lana,7,46.91,2024-01-29 02:00:00,Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0676,Bufanda de lana,10,49.81,2024-01-29 03:00:00,Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Poliéster
P0677,Camiseta algodón,2,88.19,2024-01-29 04:00:00,Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Algodón
P0678,Zapatos de cuero,10,65.01,2024-01-29 05:00:00,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0679,Vestido estampado,35,11.84,2024-01-29 06:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Denim
P0680,Vestido estampado,21,56.72,2024-01-29 07:00:00,Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Cuero
P0681,Zapatos de cuero,40,78.62,2024-01-29 08:00:00,Rojo,M,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Denim
P0682,Camiseta algodón,42,15.08,2024-01-29 09:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0683,Bufanda de lana,8,48.03,2024-01-29 10:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0684,Bufanda de lana,46,50.61,2024-01-29 11:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,China,Lana
P0685,Bufanda de lana,18,95.86,2024-01-29 12:00:00,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0686,Vestido estampado,9,52.81,2024-01-29 13:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Denim
P0687,Vestido estampado,41,77.49,2024-01-29 14:00:00,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,México,Denim
P0688,Camiseta algodón,30,37.26,2024-01-29 15:00:00,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0689,Vestido estampado,4,80.14,2024-01-29 16:00:00,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0690,Pantalón denim,35,39.04,2024-01-29 17:00:00,Negro,L,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0691,Vestido estampado,14,48.7,2024-01-29 18:00:00,Blanco,S,Online,Urban Trends,HighTech Materials S.A.,India,Denim
P0692,Bufanda de lana,14,53.15,2024-01-29 19:00:00,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Lana
P0693,Camiseta algodón,48,93.37,2024-01-29 20:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0694,Zapatos de cuero,37,14.81,2024-01-29 21:00:00,Rojo,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Algodón
P0695,Zapatos de cuero,20,27.72,2024-01-29 22:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Lana
P0696,Camiseta algodón,29,73.52,2024-01-29 23:00:00,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0697,Pantalón denim,23,61.98,2024-01-30 00:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0698,Zapatos de cuero,47,32.64,2024-01-30 01:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0699,Bufanda de lana,21,36.03,2024-01-30 02:00:00,Azul,S,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0700,Zapatos de cuero,31,43.06,2024-01-30 03:00:00,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Lana
P0701,Zapatos de cuero,32,50.53,2024-01-30 04:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0702,Bufanda de lana,41,83.62,2024-01-30 05:00:00,Negro,XL,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0703,Vestido estampado,7,11.24,2024-01-30 06:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Lana
P0704,Pantalón denim,13,90.82,2024-01-30 07:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0705,Bufanda de lana,23,47.17,2024-01-30 08:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0706,Bufanda de lana,8,30.74,2024-01-30 09:00:00,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Denim
P0707,Camiseta algodón,12,55.76,2024-01-30 10:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0708,Pantalón denim,36,69.37,2024-01-30 11:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0709,Vestido estampado,16,14.03,2024-01-30 12:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0710,Bufanda de lana,26,74.42,2024-01-30 13:00:00,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0711,Vestido estampado,29,78.47,2024-01-30 14:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0712,Bufanda de lana,29,24.96,2024-01-30 15:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0713,Bufanda de lana,6,25.11,2024-01-30 16:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0714,Camiseta algodón,37,28.34,2024-01-30 17:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0715,Zapatos de cuero,33,81.7,2024-01-30 18:00:00,Rojo,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0716,Pantalón denim,31,34.48,2024-01-30 19:00:00,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Denim
P0717,Camiseta algodón,46,81.63,2024-01-30 20:00:00,Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0718,Vestido estampado,41,58.65,2024-01-30 21:00:00,Verde,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0719,Bufanda de lana,18,79.05,2024-01-30 22:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0720,Bufanda de lana,38,59.83,2024-01-30 23:00:00,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0721,Pantalón denim,47,40.22,2024-01-31 00:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0722,Camiseta algodón,31,91.96,2024-01-31 01:00:00,Negro,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0723,Camiseta algodón,16,74.38,2024-01-31 02:00:00,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0724,Vestido estampado,40,53.56,2024-01-31 03:00:00,Rojo,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Lana
P0725,Camiseta algodón,37,67.37,2024-01-31 04:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0726,Camiseta algodón,14,65.43,2024-01-31 05:00:00,Verde,S,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0727,Zapatos de cuero,39,42.23,2024-01-31 06:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0728,Pantalón denim,4,48.14,2024-01-31 07:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Algodón
P0729,Camiseta algodón,30,38.64,2024-01-31 08:00:00,Negro,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Algodón
P0730,Vestido estampado,33,99.96,2024-01-31 09:00:00,Rojo,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0731,Bufanda de lana,36,62.21,2024-01-31 10:00:00,Negro,XL,Online,Urban Trends,Eco Fabrics Ltd.,China,Poliéster
P0732,Camiseta algodón,30,18.28,2024-01-31 11:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Lana
P0733,Camiseta algodón,14,56.72,2024-01-31 12:00:00,Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0734,Bufanda de lana,23,14.5,2024-01-31 13:00:00,Verde,S,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0735,Zapatos de cuero,48,35.98,2024-01-31 14:00:00,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0736,Pantalón denim,28,50.14,2024-01-31 15:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Algodón
P0737,Zapatos de cuero,7,58.08,2024-01-31 16:00:00,Azul,XL,Online,Urban Trends,Global Textiles Inc.,México,Lana
P0738,Vestido estampado,42,97.86,2024-01-31 17:00:00,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Lana
P0739,Camiseta algodón,10,98.4,2024-01-31 18:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Algodón
P0740,Zapatos de cuero,4,18.83,2024-01-31 19:00:00,Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0741,Pantalón denim,44,58.43,2024-01-31 20:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0742,Vestido estampado,38,83.54,2024-01-31 21:00:00,Verde,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0743,Zapatos de cuero,13,31.39,2024-01-31 22:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0744,Camiseta algodón,21,77.55,2024-01-31 23:00:00,Negro,XL,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0745,Pantalón denim,33,89.08,2024-02-01 00:00:00,Negro,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0746,Camiseta algodón,40,69.62,2024-02-01 01:00:00,Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Lana
P0747,Camiseta algodón,28,39.49,2024-02-01 02:00:00,Negro,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0748,Vestido estampado,23,93.08,2024-02-01 03:00:00,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0749,Pantalón denim,32,89.52,2024-02-01 04:00:00,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0750,Bufanda de lana,48,74.42,2024-02-01 05:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0751,Camiseta algodón,5,42.73,2024-02-01 06:00:00,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0752,Pantalón denim,26,81.27,2024-02-01 07:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Cuero
P0753,Camiseta algodón,39,38.45,2024-02-01 08:00:00,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Denim
P0754,Zapatos de cuero,26,32.77,2024-02-01 09:00:00,Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P0755,Zapatos de cuero,3,56.35,2024-02-01 10:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0756,Pantalón denim,24,99.74,2024-02-01 11:00:00,Negro,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Cuero
P0757,Vestido estampado,34,82.39,2024-02-01 12:00:00,Negro,XL,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0758,Bufanda de lana,34,75.68,2024-02-01 13:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0759,Zapatos de cuero,20,50.68,2024-02-01 14:00:00,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0760,Vestido estampado,30,38.08,2024-02-01 15:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Denim
P0761,Bufanda de lana,42,87.03,2024-02-01 16:00:00,Blanco,S,Online,Urban Trends,Global Textiles Inc.,Turquía,Cuero
P0762,Zapatos de cuero,20,61.1,2024-02-01 17:00:00,Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0763,Bufanda de lana,41,83.19,2024-02-01 18:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Algodón
P0764,Camiseta algodón,18,53.9,2024-02-01 19:00:00,Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0765,Pantalón denim,38,77.86,2024-02-01 20:00:00,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Denim
P0766,Zapatos de cuero,20,88.1,2024-02-01 21:00:00,Negro,S,Online,Urban Trends,Global Textiles Inc.,México,Denim
P0767,Zapatos de cuero,6,45.23,2024-02-01 22:00:00,Negro,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0768,Camiseta algodón,42,11.22,2024-02-01 23:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Denim
